label,yaw,position.x,position.y,position.z,dimensions.x,dimensions.y,dimensions.z
Car,0.625583957,86.567,-80.937,5.302,1.841,4.408,1.625
Other Vehicle - Uncommon,2.322588175,4.978,-34.997,0.679,1.405,2.943,2
Car,0.709360305,46.353,-27.245,1.831,1.841,4.408,1.693
Car,0.816259684,-50.835,78.949,0.519,1.825,4.441,1.641
Car,2.374344169,152.975,179.175,0.295,2.039,4.503,1.714
Car,2.418061679,148.22,183.219,0.672,2.402,4.634,1.822
Construction Signs,0.80282691,-14.071,21.571,0.293,0.875,1.106,1.137
Car,2.374344169,86.425,111.36,0.461,1.853,4.24,1.603
Other Vehicle - Uncommon,2.35749476,9.323,-39.539,0.629,1.405,2.943,2
Other Vehicle - Uncommon,2.374948053,10.978,-41.146,0.629,1.405,2.943,2
Car,0.789323663,-48.743,71.793,0.459,1.756,4.441,1.521
Car,2.326786802,-64.358,-41.703,0.999,1.961,4.215,1.47
Other Vehicle - Uncommon,-0.749191308,12.979,-31.775,0.629,1.405,3.265,2
Pickup Truck,-0.912910992,-4.872,-9.484,0.558,1.762,4.656,1.698
Car,-0.749795192,65.525,66.295,0.119,1.682,4.226,1.374
Car,-0.776607173,176.901,194.008,0.543,2.077,4.48,1.531
Cones,2.282202911,43.684,67.398,0.108,0.389,0.395,0.767
Cones,-2.314114693,37.137,63.866,0.211,0.353,0.516,0.785
Other Vehicle - Uncommon,2.566934271,17.683,-37.329,0.629,1.405,2.943,2
Other Vehicle - Uncommon,-0.766644601,2.052,-32.159,0.679,1.405,2.943,2
Car,0.618454802,30.894,-5.2,0.543,2.03,4.951,1.575
Car,0.772191198,-100.071,121.406,0.419,1.825,4.441,1.641
Motorcycle,-0.758780292,-19.665,-14.741,0.941,0.884,1.969,1.782
Other Vehicle - Construction Vehicle,-0.774935367,95.278,96.9,3.716,3.306,10.228,8.393
Construction Signs,-0.763354746,34.761,61.059,0.376,1.11,1.169,1.196
Car,-0.774169373,-15.546,-10.011,0.794,1.836,4.204,1.577
Cones,-2.314114693,39.158,65.926,0.258,0.469,0.419,0.981
Construction Signs,-2.363801178,-18.788,26.168,0.349,0.931,1.128,1.202
Construction Signs,-2.590693981,-4.988,41.134,0.381,0.883,1.08,1.152
Other Vehicle - Uncommon,2.340041468,27.509,-48.529,0.329,1.405,2.943,2
Construction Signs,-2.363801178,-37.786,44.797,0.32,1.036,0.975,1.172
Car,2.468002917,-18.269,4.736,0.539,1.809,4.76,1.54
Construction Signs,-2.398707764,-27.295,63.408,0.365,0.908,1.08,1.227
Car,-0.776362307,156.172,159.028,0.201,1.983,4.2,1.402
Car,0.796627535,-73.36,96.229,0.002,1.825,4.441,1.641
Construction Signs,-2.363801178,-28.428,35.685,0.316,0.931,0.799,1.163
Cones,2.318681662,46.372,68.642,0.119,0.391,0.356,0.794
Semi-truck,-2.442859342,69.232,-79.49,5.922,3.096,7.262,3.712
Car,0.810589373,-56.9,79.821,0.459,1.756,4.441,1.521
Construction Signs,-2.363801178,-48.222,55.041,0.374,1.143,1.168,1.279
Car,-0.776607173,188.862,200.348,0.243,2.077,4.48,1.531
Construction Signs,-2.311441301,-8.969,45.069,0.375,0.883,1.08,1.113
Car,-0.784701777,81.12,81.989,0.29,1.915,4.2,1.536
Other Vehicle - Uncommon,-0.819004478,6.448,-36.646,0.679,1.405,2.943,2
Cones,-2.314114693,36.93,63.47,0.363,0.469,0.566,1.101
Car,-1.598817351,4.956,-6.079,0.372,1.841,5.174,1.541
Car,2.326786802,-39.265,-16.085,0.804,1.961,4.215,1.47
Other Vehicle - Uncommon,2.444761223,-26.207,-3.621,0.929,1.5,3.106,2
Construction Signs,-2.363801178,-33.054,40.171,0.298,0.977,0.975,1.128
Car,2.374344169,96.07,121.35,0.513,2.039,4.31,1.666
Other Vehicle - Uncommon,-0.784097893,6.5,-27.47,0.729,1.405,2.943,2
Other Vehicle - Uncommon,2.270228298,12.065,-22.568,0.679,1.405,2.943,2
Construction Signs,-0.833167916,29.709,56.336,0.404,1.06,0.939,1.201
Car,2.391797462,101.254,126.228,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,10.246,-20.967,0.679,1.405,2.943,2
Car,2.374344169,90.591,115.466,0.513,2.021,4.24,1.666
Other Vehicle - Uncommon,2.532027686,12.973,-27.502,0.629,1.405,2.943,2
Car,-2.28650882,-23.454,-35.891,0.974,1.881,4.18,1.593
Car,2.402329949,64.901,79.799,0.326,1.812,4.691,1.626
Car,-0.785331567,138.508,144.794,0.477,2.411,4.905,1.847
Car,2.349970071,116.913,131.471,0.64,2.195,4.524,1.686
Car,2.367423364,88.471,103.186,0.376,1.777,4.436,1.626
Car,0.291210945,26.469,12.013,0.229,1.886,4.787,1.545
Car,2.384876656,41.756,53.033,0.477,2.077,4.951,1.93
Car,2.405817836,6.735,23.651,0.555,1.806,4.391,1.512
Car,2.349970071,107.024,122.127,0.762,2.195,4.524,1.686
Car,2.367423364,22.575,37.238,0.495,1.806,4.561,1.512
Car,2.367423364,95.75,110.305,0.676,2.195,4.524,1.626
Car,2.370911251,16.958,36.017,0.405,1.806,4.391,1.512
Pedestrian,2.341962686,24.63,53.725,0.898,0.946,1.081,1.885
Car,-0.774408517,10.097,15.247,0.601,1.934,4.229,1.555
Car,-0.794060465,138.45,144.913,0.477,2.411,4.905,1.847
Car,2.398838992,6.743,23.648,0.505,1.806,4.391,1.512
Car,2.349970071,107.022,122,0.53,2.195,4.524,1.686
Car,0.29809176,26.426,12.043,0.23,1.815,4.816,1.558
Car,-0.781387361,10.16,15.297,0.597,1.934,4.162,1.555
Car,2.353460703,88.315,103.003,0.332,1.794,4.436,1.538
Car,2.409311924,64.663,79.514,0.376,1.812,4.691,1.626
Car,2.372002116,16.672,35.692,0.405,1.806,4.391,1.512
Car,-0.776607173,175.917,187.977,0.493,2.077,4.48,1.531
Car,2.384876656,41.498,52.793,0.427,2.077,4.951,1.93
Car,2.349970071,117.027,131.638,0.534,2.195,4.524,1.686
Car,2.367423364,95.686,110.238,0.676,2.195,4.691,1.626
Pedestrian,2.345591615,24.633,53.684,0.888,0.956,0.985,1.995
Car,2.367423364,22.335,36.998,0.472,1.806,4.561,1.512
Car,2.380306214,20.759,31.401,0.591,1.867,4.629,1.673
Other Vehicle - Uncommon,-0.784097893,4.823,-26.158,0.729,1.405,2.943,2
Car,2.326786802,-60.458,-37.423,0.934,2.104,4.215,1.681
Car,2.380306214,26.281,36.583,0.451,1.867,4.689,1.511
Other Vehicle - Uncommon,0.804151726,-6.299,-24.519,0.929,1.453,3.055,2
Car,-0.797352559,-44.205,-44.985,0.986,2.049,4.409,1.733
Towed Object,0.809565738,-86.904,114.397,1.641,3.096,7.262,3.712
Car,0.758229511,-74.366,102.016,0.519,1.825,4.441,1.641
Car,2.374344169,82.091,107.072,0.679,1.99,4.386,1.76
Cones,2.319776953,-12.685,48.946,0.199,0.25,0.513,0.726
Other Vehicle - Uncommon,-0.661924845,16.033,-36.19,0.629,1.405,2.943,2
Car,2.398442208,-30.673,-7.523,0.759,1.849,4.723,1.561
Other Vehicle - Uncommon,2.340041468,29.245,-50.182,0.329,1.405,2.943,2
Car,-0.791622665,-9.731,-8.856,0.805,1.94,4.302,1.858
Car,2.423276471,-6.277,9.346,0.589,1.756,4.441,1.521
Pedestrian,2.388501806,8.356,36.982,0.781,0.824,1.259,1.917
Car,-2.372426925,-6.854,26.46,0.589,2.102,4.628,1.474
Car,0.635908095,34.919,-11.359,0.811,1.924,4.164,1.663
Pickup Truck,0.618454802,40.027,-18.073,1.355,2.333,5.944,2.116
Pickup Truck,0.653361388,25.906,1.561,0.595,2.216,6.266,1.945
Other Vehicle - Uncommon,-0.801551186,25.897,-47.279,0.329,1.405,2.943,2
Car,0.583696599,52.89,-36.873,2.718,1.841,4.408,1.99
Car,0.636056476,51.088,-26.202,1.783,1.841,4.408,1.99
Car,-2.354973632,-8.704,23.317,0.6,1.937,4.143,1.642
Car,-0.776362307,114.658,116.61,0.221,1.983,4.2,1.643
Car,-2.33752034,-19.084,33.955,0.658,2.17,4.835,1.836
Car,-2.33752034,-13.885,28.142,0.481,2.044,4.381,1.605
Car,2.374344169,126.755,152.526,0.295,2.039,4.503,1.714
Personal Mobility Device,0.778505468,52.509,45.769,0.173,0.539,1.065,1.225
Construction Signs,-2.363801178,-24.364,30.921,0.439,0.931,0.764,1.249
Car,0.788870501,-91.128,113.702,0.591,1.913,4.441,1.641
Car,-2.344965119,-46.987,57.462,0.226,1.913,4.441,1.623
Car,0.560109711,32.892,-2.224,0.441,1.841,4.408,1.677
Car,0.636056476,63.375,-50.454,3.537,1.841,4.408,2.105
Other Vehicle - Construction Vehicle,2.283860613,45.789,69.968,1.788,2.757,7.215,4.132
Car,-0.776362307,125.363,127.323,0.321,1.983,4.2,1.643
Car,-0.776362307,164.026,166.822,0.201,1.983,4.2,1.402
Car,-0.776362307,138.981,141.251,0.221,1.983,4.2,1.643
Car,0.784323905,-52.872,84.992,-0.031,1.825,4.441,1.641
Other Vehicle - Uncommon,2.35749476,0.057,-23.036,0.929,1.405,2.943,2
Cones,2.320352623,49.373,71.445,0.118,0.266,0.307,0.792
Car,2.381333364,-13.929,9.403,0.572,1.849,4.464,1.69
Pickup Truck,2.349969988,-34.775,-17.392,1.175,2.025,5.589,2.033
Car,2.374344169,106.6,131.627,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,-2.98,-27.645,0.929,1.405,2.943,2
Construction Signs,-2.520880811,-31.226,66.802,0.328,0.908,1.08,1.227
Car,-0.836998357,-38.928,-31.943,1.113,1.94,4.302,1.637
Other Vehicle - Uncommon,2.374948053,8.964,-19.443,0.679,1.405,3.055,2
Signs,0.252357256,29.916,-17.188,1.671,1.31,0.55,2.95
Car,-0.809075958,-74.969,-70.495,1.013,1.94,4.302,1.637
Car,-0.776607173,182.401,197.639,0.493,2.077,4.48,1.531
Car,-2.354973632,-24.022,38.877,0.506,2.048,4.609,1.677
Car,0.67081468,20.917,7.334,0.399,1.884,4.162,1.523
Car,2.374344169,77.27,102.08,0.679,2.119,4.52,1.76
Car,-0.774169373,-19.92,-19.189,0.763,1.94,4.302,1.637
Car,2.374344169,114.778,140.501,0.295,2.039,4.503,1.714
Car,-0.784701777,61.753,62.483,0.282,2.039,4.669,1.833
Other Vehicle - Uncommon,2.374948053,14.177,-44.153,0.629,1.405,2.943,2
Car,-0.784701777,55.958,56.33,0.24,2.007,4.879,1.769
Other Vehicle - Uncommon,-0.696831431,0.24,-30.874,0.779,1.405,2.943,2
Other Vehicle - Uncommon,-2.389800805,2.79,-20.13,0.729,1.453,3.055,2
Pedestrian,-0.791076061,-4.779,22.05,0.569,0.77,0.933,1.862
Car,2.391797462,111.411,136.687,0.345,2.039,4.503,1.714
Car,2.328973487,-22.066,1.282,0.631,1.768,4.339,1.608
Car,-0.784701777,69.3,69.879,0.188,1.794,4.207,1.614
Construction Signs,-2.363801178,-43.362,50.13,0.345,1.067,1.168,1.22
Other Vehicle - Uncommon,2.340041468,31.725,-62.768,0.329,1.405,2.943,2
Other Vehicle - Uncommon,-0.784097893,-1.478,-29.192,0.879,1.405,2.943,2
Car,-0.784701777,77.817,78.463,0.23,1.815,3.695,1.561
Car,-0.777660246,-5.12,0.385,0.699,1.893,4.097,1.701
Other Vehicle - Uncommon,0.716885264,0.228,-19.735,0.729,1.453,3.055,2
Car,-0.645075437,85.008,85.754,0.343,1.858,3.593,1.597
Car,2.374344169,134.621,159.967,0.295,2.039,4.503,1.714
Car,0.625583957,86.271,-80.539,5.251,1.841,4.408,1.625
Other Vehicle - Uncommon,2.322588175,4.978,-34.997,0.679,1.405,2.943,2
Car,0.716341622,46.158,-27.042,1.831,1.841,4.408,1.693
Car,0.819858781,-51.338,79.417,0.519,1.825,4.441,1.641
Car,2.374344169,152.975,179.175,0.295,2.039,4.503,1.714
Car,2.418061679,148.22,183.219,0.672,2.402,4.634,1.822
Construction Signs,0.80282691,-14.071,21.571,0.293,0.875,1.106,1.137
Car,2.374344169,86.425,111.36,0.461,1.853,4.24,1.603
Other Vehicle - Uncommon,2.35749476,9.323,-39.539,0.629,1.405,2.943,2
Other Vehicle - Uncommon,2.374948053,10.978,-41.146,0.629,1.405,2.943,2
Car,0.775825751,-49.287,72.351,0.459,1.756,4.441,1.521
Car,2.326786802,-64.358,-41.703,0.999,1.961,4.215,1.47
Other Vehicle - Uncommon,-0.749191308,12.979,-31.775,0.629,1.405,3.265,2
Pickup Truck,-0.934505573,-4.427,-9.153,0.543,1.762,4.656,1.698
Car,-0.749795192,65.525,66.295,0.119,1.682,4.226,1.374
Car,-0.776607173,176.901,194.008,0.543,2.077,4.48,1.531
Cones,2.282202911,43.684,67.398,0.108,0.389,0.395,0.767
Cones,-2.314114693,37.137,63.866,0.211,0.353,0.516,0.785
Other Vehicle - Uncommon,2.566934271,17.683,-37.329,0.629,1.405,2.943,2
Other Vehicle - Uncommon,-0.766644601,2.052,-32.159,0.679,1.405,2.943,2
Car,0.618454802,30.894,-5.2,0.543,2.03,4.951,1.575
Car,0.772191198,-100.241,121.581,0.419,1.825,4.441,1.641
Motorcycle,-0.762270554,-19.414,-14.476,0.941,0.884,1.969,1.782
Other Vehicle - Construction Vehicle,-0.774935367,95.278,96.9,3.716,3.306,10.228,8.393
Construction Signs,-0.763354746,34.761,61.059,0.376,1.11,1.169,1.196
Car,-0.774169373,-15.262,-9.721,0.794,1.836,4.204,1.577
Cones,-2.314114693,39.158,65.926,0.258,0.469,0.419,0.981
Construction Signs,-2.363801178,-18.788,26.168,0.349,0.931,1.128,1.202
Construction Signs,-2.590693981,-4.988,41.134,0.381,0.883,1.08,1.152
Car,-0.767190466,-129.967,145.578,0.769,1.825,4.441,1.641
Other Vehicle - Uncommon,2.340041468,27.509,-48.529,0.329,1.405,2.943,2
Construction Signs,-2.363801178,-37.786,44.797,0.32,1.036,0.975,1.172
Car,2.468002917,-18.269,4.736,0.539,1.809,4.76,1.54
Construction Signs,-2.398707764,-27.295,63.408,0.365,0.908,1.08,1.227
Car,-0.776362307,156.172,159.028,0.201,1.983,4.2,1.402
Car,0.796627535,-73.887,96.744,0.022,1.825,4.441,1.641
Construction Signs,-2.363801178,-28.428,35.685,0.316,0.931,0.799,1.163
Cones,2.318681662,46.372,68.642,0.119,0.391,0.356,0.794
Semi-truck,-2.435661149,70.4,-80.848,6.138,3.096,7.262,3.712
Car,0.810589373,-57.444,80.338,0.459,1.756,4.441,1.521
Construction Signs,-2.363801178,-48.222,55.041,0.374,1.143,1.168,1.279
Car,-0.776607173,188.862,200.348,0.243,2.077,4.48,1.531
Construction Signs,-2.311441301,-8.969,45.069,0.375,0.883,1.08,1.113
Car,-0.784701777,81.12,81.989,0.29,1.915,4.2,1.536
Other Vehicle - Uncommon,-0.819004478,6.448,-36.646,0.679,1.405,2.943,2
Cones,-2.314114693,36.93,63.47,0.363,0.469,0.566,1.101
Car,-1.634808318,5.594,-6.154,0.372,1.841,5.174,1.541
Car,2.326786802,-39.265,-16.085,0.804,1.961,4.215,1.47
Other Vehicle - Uncommon,2.444761223,-26.207,-3.621,0.929,1.5,3.106,2
Construction Signs,-2.363801178,-33.054,40.171,0.298,0.977,0.975,1.128
Car,2.374344169,96.07,121.35,0.513,2.039,4.31,1.666
Other Vehicle - Uncommon,-0.784097893,6.5,-27.47,0.729,1.405,2.943,2
Other Vehicle - Uncommon,2.270228298,12.065,-22.568,0.679,1.405,2.943,2
Construction Signs,-0.833167916,29.709,56.336,0.404,1.06,0.939,1.201
Car,2.391797462,101.254,126.228,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,10.246,-20.967,0.679,1.405,2.943,2
Car,2.374344169,90.591,115.466,0.513,2.021,4.24,1.666
Other Vehicle - Uncommon,2.532027686,12.973,-27.502,0.629,1.405,2.943,2
Car,-2.28650882,-23.454,-35.891,0.974,1.881,4.18,1.593
Car,2.402329949,64.27,79.102,0.326,1.812,4.691,1.626
Car,-0.789694815,139.221,145.513,0.477,2.411,4.905,1.847
Car,2.349970071,116.415,130.979,0.634,2.195,4.524,1.686
Car,2.367423364,88.057,102.769,0.376,1.777,4.436,1.626
Car,0.282484449,26.411,12.224,0.229,1.886,4.787,1.545
Car,2.384876656,41.315,52.555,0.477,2.077,4.951,1.93
Car,2.409308099,6.111,22.945,0.555,1.806,4.391,1.512
Car,2.349970071,106.556,121.66,0.76,2.195,4.524,1.686
Car,2.367423364,22.123,36.776,0.495,1.806,4.561,1.512
Car,2.367423364,95.362,109.907,0.676,2.195,4.524,1.626
Car,2.374401514,16.415,35.449,0.405,1.806,4.391,1.512
Pedestrian,2.341962686,24.484,53.592,0.898,0.946,1.081,1.885
Car,-0.770918255,10.711,15.875,0.585,1.934,4.229,1.555
Car,-0.794060465,139.17,145.627,0.477,2.411,4.905,1.847
Car,2.349970071,106.528,121.514,0.534,2.195,4.524,1.686
Car,0.284709724,26.376,12.259,0.23,1.815,4.816,1.558
Car,-0.781387361,10.757,15.898,0.579,1.934,4.162,1.555
Car,2.353460703,87.892,102.574,0.332,1.794,4.436,1.538
Car,2.409311924,64.043,78.835,0.376,1.812,4.691,1.626
Car,2.375547757,16.138,35.141,0.405,1.806,4.391,1.512
Car,-0.776607173,175.937,187.997,0.493,2.077,4.48,1.531
Car,2.384876656,41.081,52.341,0.427,2.077,4.951,1.93
Car,2.349970071,116.489,131.109,0.536,2.195,4.524,1.686
Car,2.367423364,95.292,109.835,0.676,2.195,4.691,1.626
Pedestrian,2.345591615,24.541,53.6,0.888,0.956,0.985,1.995
Car,2.367423364,21.916,36.569,0.461,1.806,4.561,1.512
Car,2.380306214,20.759,31.401,0.591,1.867,4.629,1.673
Other Vehicle - Uncommon,-0.784097893,4.823,-26.158,0.729,1.405,2.943,2
Car,2.326786802,-60.458,-37.423,0.934,2.104,4.215,1.681
Car,2.380306214,26.281,36.583,0.451,1.867,4.689,1.511
Other Vehicle - Uncommon,0.804151726,-6.299,-24.519,0.929,1.453,3.055,2
Car,-0.797352559,-44.205,-44.985,0.986,2.049,4.409,1.733
Towed Object,0.809565738,-87.17,114.66,1.681,3.096,7.262,3.712
Car,0.756483708,-74.527,102.191,0.519,1.825,4.441,1.641
Car,2.374344169,82.091,107.072,0.679,1.99,4.386,1.76
Cones,2.319776953,-12.685,48.946,0.199,0.25,0.513,0.726
Other Vehicle - Uncommon,-0.661924845,16.033,-36.19,0.629,1.405,2.943,2
Car,2.398442208,-30.673,-7.523,0.759,1.849,4.723,1.561
Other Vehicle - Uncommon,2.340041468,29.245,-50.182,0.329,1.405,2.943,2
Car,-0.791622665,-9.342,-8.468,0.799,1.94,4.302,1.858
Car,2.419784287,-6.967,8.577,0.599,1.756,4.441,1.521
Pedestrian,2.405962729,8.238,36.861,0.781,0.824,1.259,1.917
Car,-2.372426925,-6.854,26.46,0.589,2.102,4.628,1.474
Car,0.635908095,34.919,-11.359,0.811,1.924,4.164,1.663
Pickup Truck,0.618454802,40.027,-18.073,1.355,2.333,5.944,2.116
Pickup Truck,0.653361388,25.906,1.561,0.595,2.216,6.266,1.945
Other Vehicle - Uncommon,-0.801551186,25.897,-47.279,0.329,1.405,2.943,2
Car,0.583696599,52.654,-36.514,2.678,1.841,4.408,1.99
Car,0.636056476,50.338,-25.199,1.73,1.841,4.408,1.99
Car,-2.354973632,-8.704,23.317,0.6,1.937,4.143,1.642
Car,-0.776362307,114.658,116.61,0.221,1.983,4.2,1.643
Car,-1.182577564,-136.43,138.121,0.169,1.825,4.441,1.641
Car,-2.33752034,-19.084,33.955,0.658,2.17,4.835,1.836
Car,-2.33752034,-13.885,28.142,0.481,2.044,4.381,1.605
Car,2.374344169,126.755,152.526,0.295,2.039,4.503,1.714
Personal Mobility Device,0.778505468,52.509,45.769,0.173,0.539,1.065,1.225
Construction Signs,-2.363801178,-24.364,30.921,0.439,0.931,0.764,1.249
Car,0.788870501,-91.432,114.004,0.605,1.913,4.441,1.641
Car,-2.344965119,-45.48,55.989,0.226,1.913,4.441,1.623
Car,0.556570558,32.532,-1.651,0.441,1.841,4.408,1.677
Car,0.636056476,63.005,-49.951,3.526,1.841,4.408,2.105
Other Vehicle - Construction Vehicle,2.283860613,45.789,69.968,1.788,2.757,7.215,4.132
Car,-0.776362307,125.363,127.323,0.321,1.983,4.2,1.643
Car,-0.776362307,164.026,166.822,0.201,1.983,4.2,1.402
Car,-0.776362307,138.981,141.251,0.221,1.983,4.2,1.643
Car,0.786278854,-53.786,85.891,-0.031,1.825,4.441,1.641
Other Vehicle - Uncommon,2.35749476,0.057,-23.036,0.929,1.405,2.943,2
Cones,2.320352623,49.373,71.445,0.118,0.266,0.307,0.792
Car,2.381333364,-13.929,9.403,0.572,1.849,4.464,1.69
Pickup Truck,2.349969988,-35.497,-18.106,1.185,2.025,5.589,2.033
Car,2.374344169,106.6,131.627,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,-2.98,-27.645,0.929,1.405,2.943,2
Construction Signs,-2.520880811,-31.226,66.802,0.328,0.908,1.08,1.227
Car,-0.840490541,-38.492,-31.556,1.113,1.94,4.302,1.637
Other Vehicle - Uncommon,2.374948053,8.964,-19.443,0.679,1.405,3.055,2
Signs,0.252357256,29.916,-17.188,1.671,1.31,0.55,2.95
Car,-0.809075958,-73.929,-69.511,1.013,1.94,4.302,1.637
Car,-0.776607173,182.401,197.639,0.493,2.077,4.48,1.531
Car,-2.354973632,-24.022,38.877,0.506,2.048,4.609,1.677
Car,0.67081468,20.917,7.334,0.399,1.884,4.162,1.523
Car,2.374344169,77.27,102.08,0.679,2.119,4.52,1.76
Car,-0.774169373,-19.877,-19.147,0.763,1.94,4.302,1.637
Car,2.374344169,114.778,140.501,0.295,2.039,4.503,1.714
Car,-0.784701777,61.753,62.483,0.282,2.039,4.669,1.833
Other Vehicle - Uncommon,2.374948053,14.177,-44.153,0.629,1.405,2.943,2
Car,-0.784701777,55.958,56.33,0.24,2.007,4.879,1.769
Other Vehicle - Uncommon,-0.696831431,0.24,-30.874,0.779,1.405,2.943,2
Other Vehicle - Uncommon,-2.389800805,2.79,-20.13,0.729,1.453,3.055,2
Pedestrian,-0.787583877,-4.69,22.137,0.569,0.77,0.933,1.862
Car,2.391797462,111.411,136.687,0.345,2.039,4.503,1.714
Car,2.328973487,-22.066,1.282,0.631,1.768,4.339,1.608
Car,-0.784701777,69.3,69.879,0.188,1.794,4.207,1.614
Construction Signs,-2.363801178,-43.362,50.13,0.345,1.067,1.168,1.22
Other Vehicle - Uncommon,2.340041468,31.725,-62.768,0.329,1.405,2.943,2
Other Vehicle - Uncommon,-0.784097893,-1.478,-29.192,0.879,1.405,2.943,2
Car,-0.784701777,77.817,78.463,0.23,1.815,3.695,1.561
Car,-0.777660246,-4.673,0.839,0.699,1.893,4.097,1.701
Other Vehicle - Uncommon,0.716885264,0.228,-19.735,0.729,1.453,3.055,2
Car,-0.645075437,85.008,85.754,0.343,1.858,3.593,1.597
Car,2.374344169,134.621,159.967,0.295,2.039,4.503,1.714
Car,0.625583957,85.983,-80.15,5.202,1.841,4.408,1.625
Other Vehicle - Uncommon,2.322588175,4.978,-34.997,0.679,1.405,2.943,2
Car,0.723322939,45.963,-26.839,1.831,1.841,4.408,1.693
Car,0.823377693,-51.828,79.876,0.519,1.825,4.441,1.641
Car,2.374344169,152.975,179.175,0.295,2.039,4.503,1.714
Car,2.418061679,148.22,183.219,0.672,2.402,4.634,1.822
Construction Signs,0.80282691,-14.071,21.571,0.293,0.875,1.106,1.137
Car,2.374344169,86.425,111.36,0.461,1.853,4.24,1.603
Other Vehicle - Uncommon,2.35749476,9.323,-39.539,0.629,1.405,2.943,2
Other Vehicle - Uncommon,2.374948053,10.978,-41.146,0.629,1.405,2.943,2
Car,0.758229496,-49.996,73.08,0.459,1.756,4.441,1.521
Car,2.326786802,-64.358,-41.703,0.999,1.961,4.215,1.47
Other Vehicle - Uncommon,-0.749191308,12.979,-31.775,0.629,1.405,3.265,2
Pickup Truck,-0.955619048,-3.984,-8.843,0.529,1.762,4.656,1.698
Car,-0.749795192,65.525,66.295,0.119,1.682,4.226,1.374
Car,-0.776607173,176.901,194.008,0.543,2.077,4.48,1.531
Cones,2.282202911,43.684,67.398,0.108,0.389,0.395,0.767
Cones,-2.314114693,37.137,63.866,0.211,0.353,0.516,0.785
Other Vehicle - Uncommon,2.566934271,17.683,-37.329,0.629,1.405,2.943,2
Other Vehicle - Uncommon,-0.766644601,2.052,-32.159,0.679,1.405,2.943,2
Car,0.618454802,30.894,-5.2,0.543,2.03,4.951,1.575
Car,0.772191198,-100.583,121.932,0.419,1.825,4.441,1.641
Motorcycle,-0.765762739,-19.162,-14.211,0.941,0.884,1.969,1.782
Other Vehicle - Construction Vehicle,-0.774935367,95.278,96.9,3.716,3.306,10.228,8.393
Construction Signs,-0.763354746,34.761,61.059,0.376,1.11,1.169,1.196
Car,-0.774169373,-14.977,-9.43,0.794,1.836,4.204,1.577
Cones,-2.314114693,39.158,65.926,0.258,0.469,0.419,0.981
Construction Signs,-2.363801178,-18.788,26.168,0.349,0.931,1.128,1.202
Construction Signs,-2.590693981,-4.988,41.134,0.381,0.883,1.08,1.152
Car,-0.767190466,-129.712,145.842,0.769,1.825,4.441,1.641
Other Vehicle - Uncommon,2.340041468,27.509,-48.529,0.329,1.405,2.943,2
Construction Signs,-2.363801178,-37.786,44.797,0.32,1.036,0.975,1.172
Car,2.468002917,-18.269,4.736,0.539,1.809,4.76,1.54
Construction Signs,-2.398707764,-27.295,63.408,0.365,0.908,1.08,1.227
Car,-0.776362307,156.172,159.028,0.201,1.983,4.2,1.402
Car,0.796627535,-74.403,97.248,0.043,1.825,4.441,1.641
Construction Signs,-2.363801178,-28.428,35.685,0.316,0.931,0.799,1.163
Cones,2.318681662,46.372,68.642,0.119,0.391,0.356,0.794
Semi-truck,-2.428623324,71.542,-82.176,6.35,3.096,7.262,3.712
Car,0.810589373,-57.975,80.843,0.459,1.756,4.441,1.521
Construction Signs,-2.363801178,-48.222,55.041,0.374,1.143,1.168,1.279
Car,-0.776607173,188.862,200.348,0.243,2.077,4.48,1.531
Construction Signs,-2.311441301,-8.969,45.069,0.375,0.883,1.08,1.113
Car,-0.784701777,81.12,81.989,0.29,1.915,4.2,1.536
Other Vehicle - Uncommon,-0.819004478,6.448,-36.646,0.679,1.405,2.943,2
Cones,-2.314114693,36.93,63.47,0.363,0.469,0.566,1.101
Car,-1.669997445,6.215,-6.247,0.372,1.841,5.174,1.541
Car,2.326786802,-39.265,-16.085,0.804,1.961,4.215,1.47
Other Vehicle - Uncommon,2.444761223,-26.207,-3.621,0.929,1.5,3.106,2
Construction Signs,-2.363801178,-33.054,40.171,0.298,0.977,0.975,1.128
Car,2.374344169,96.07,121.35,0.513,2.039,4.31,1.666
Other Vehicle - Uncommon,-0.784097893,6.5,-27.47,0.729,1.405,2.943,2
